plot,date,time,mn_shallow,sd_shallow,n_shallow,mn_deep,sd_deep,n_deep
Transition,20220501,00:00:00,0.422,0.045,8,0.404,0.025,4
Transition,20220501,01:00:00,0.421,0.043,16,0.403,0.023,8
Transition,20220501,02:00:00,0.421,0.043,16,0.404,0.023,8
Transition,20220501,03:00:00,0.421,0.043,16,0.403,0.023,8
Transition,20220501,04:00:00,0.421,0.043,16,0.403,0.023,8
Transition,20220501,05:00:00,0.421,0.043,16,0.403,0.023,8
Transition,20220501,06:00:00,0.421,0.042,16,0.403,0.023,8
Transition,20220501,07:00:00,0.42,0.042,16,0.403,0.023,8
Transition,20220501,08:00:00,0.42,0.043,16,0.403,0.023,8
Transition,20220501,09:00:00,0.42,0.042,16,0.404,0.023,8
Transition,20220501,10:00:00,0.42,0.041,16,0.403,0.023,8
Transition,20220501,11:00:00,0.419,0.041,16,0.403,0.023,8
Transition,20220501,12:00:00,0.418,0.04,16,0.403,0.023,8
Transition,20220501,13:00:00,0.418,0.041,16,0.403,0.023,8
Transition,20220501,14:00:00,0.418,0.04,16,0.403,0.023,8
Transition,20220501,15:00:00,0.417,0.04,16,0.403,0.023,8
Transition,20220501,16:00:00,0.417,0.04,16,0.403,0.023,8
Transition,20220501,17:00:00,0.417,0.04,16,0.403,0.023,8
Transition,20220501,18:00:00,0.417,0.04,16,0.403,0.023,8
Transition,20220501,19:00:00,0.417,0.04,16,0.403,0.023,8
Transition,20220501,20:00:00,0.417,0.039,16,0.403,0.023,8
Transition,20220501,21:00:00,0.417,0.04,16,0.403,0.023,8
Transition,20220501,22:00:00,0.417,0.04,16,0.403,0.023,8
Transition,20220501,23:00:00,0.417,0.04,16,0.403,0.024,8
Transition,20220502,00:00:00,0.417,0.04,16,0.403,0.023,8
Transition,20220502,01:00:00,0.417,0.04,16,0.403,0.023,8
Transition,20220502,02:00:00,0.417,0.04,16,0.403,0.023,8
Transition,20220502,03:00:00,0.417,0.04,16,0.403,0.023,8
Transition,20220502,04:00:00,0.417,0.04,16,0.403,0.023,8
Transition,20220502,05:00:00,0.417,0.04,16,0.403,0.023,8
Transition,20220502,06:00:00,0.417,0.04,16,0.403,0.023,8
Transition,20220502,07:00:00,0.417,0.039,16,0.403,0.023,8
Transition,20220502,08:00:00,0.416,0.04,16,0.403,0.023,8
Transition,20220502,09:00:00,0.417,0.04,16,0.403,0.023,8
Transition,20220502,10:00:00,0.416,0.039,16,0.403,0.023,8
Transition,20220502,11:00:00,0.416,0.04,16,0.403,0.024,8
Transition,20220502,12:00:00,0.416,0.039,16,0.403,0.023,8
Transition,20220502,13:00:00,0.415,0.039,16,0.403,0.023,8
Transition,20220502,14:00:00,0.415,0.039,16,0.403,0.024,8
Transition,20220502,15:00:00,0.414,0.039,16,0.403,0.024,8
Transition,20220502,16:00:00,0.414,0.039,16,0.403,0.023,8
Transition,20220502,17:00:00,0.414,0.039,16,0.403,0.023,8
Transition,20220502,18:00:00,0.413,0.038,16,0.403,0.023,8
Transition,20220502,19:00:00,0.414,0.039,16,0.403,0.023,8
Transition,20220502,20:00:00,0.413,0.038,16,0.403,0.024,8
Transition,20220502,21:00:00,0.414,0.038,16,0.403,0.023,8
Transition,20220502,22:00:00,0.413,0.038,16,0.404,0.023,8
Transition,20220502,23:00:00,0.413,0.037,16,0.404,0.023,8
Transition,20220503,00:00:00,0.413,0.037,16,0.404,0.023,8
Transition,20220503,01:00:00,0.413,0.037,16,0.404,0.023,8
Transition,20220503,02:00:00,0.413,0.037,16,0.404,0.023,8
Transition,20220503,03:00:00,0.414,0.037,16,0.404,0.023,8
Transition,20220503,04:00:00,0.413,0.037,16,0.404,0.023,8
Transition,20220503,05:00:00,0.414,0.037,16,0.404,0.023,8
Transition,20220503,06:00:00,0.413,0.037,16,0.404,0.023,8
Transition,20220503,07:00:00,0.414,0.037,16,0.404,0.023,8
Transition,20220503,08:00:00,0.414,0.037,16,0.404,0.023,8
Transition,20220503,09:00:00,0.414,0.037,16,0.404,0.023,8
Transition,20220503,10:00:00,0.413,0.037,16,0.404,0.024,8
Transition,20220503,11:00:00,0.413,0.037,16,0.404,0.024,8
Transition,20220503,12:00:00,0.413,0.037,16,0.404,0.023,8
Transition,20220503,13:00:00,0.412,0.036,16,0.404,0.023,8
Transition,20220503,14:00:00,0.412,0.036,16,0.404,0.024,8
Transition,20220503,15:00:00,0.411,0.036,16,0.404,0.023,8
Transition,20220503,16:00:00,0.411,0.036,16,0.404,0.023,8
Transition,20220503,17:00:00,0.411,0.035,16,0.404,0.023,8
Transition,20220503,18:00:00,0.41,0.034,16,0.404,0.023,8
Transition,20220503,19:00:00,0.41,0.035,16,0.404,0.024,8
Transition,20220503,20:00:00,0.41,0.034,16,0.404,0.023,8
Transition,20220503,21:00:00,0.41,0.035,16,0.404,0.024,8
Transition,20220503,22:00:00,0.41,0.035,16,0.404,0.023,8
Transition,20220503,23:00:00,0.41,0.034,16,0.404,0.023,8
Transition,20220504,00:00:00,0.41,0.034,16,0.404,0.024,8
Transition,20220504,01:00:00,0.41,0.034,16,0.404,0.023,8
Transition,20220504,02:00:00,0.41,0.034,16,0.404,0.023,8
Transition,20220504,03:00:00,0.41,0.034,16,0.404,0.023,8
Transition,20220504,04:00:00,0.41,0.034,16,0.404,0.023,8
Transition,20220504,05:00:00,0.41,0.034,16,0.404,0.024,8
Transition,20220504,06:00:00,0.41,0.034,16,0.404,0.024,8
Transition,20220504,07:00:00,0.41,0.034,16,0.405,0.024,8
Transition,20220504,08:00:00,0.411,0.034,16,0.405,0.024,8
Transition,20220504,09:00:00,0.426,0.031,16,0.405,0.023,8
Transition,20220504,10:00:00,0.439,0.024,16,0.406,0.021,8
Transition,20220504,11:00:00,0.441,0.023,16,0.407,0.021,8
Transition,20220504,12:00:00,0.441,0.024,16,0.407,0.021,8
Transition,20220504,13:00:00,0.442,0.024,16,0.407,0.021,8
Transition,20220504,14:00:00,0.442,0.025,16,0.407,0.021,8
Transition,20220504,15:00:00,0.443,0.025,16,0.407,0.021,8
Transition,20220504,16:00:00,0.443,0.025,16,0.407,0.021,8
Transition,20220504,17:00:00,0.443,0.025,16,0.407,0.021,8
Transition,20220504,18:00:00,0.444,0.026,16,0.407,0.021,8
Transition,20220504,19:00:00,0.444,0.026,16,0.407,0.021,8
Transition,20220504,20:00:00,0.444,0.026,16,0.407,0.021,8
Transition,20220504,21:00:00,0.444,0.026,16,0.407,0.021,8
Transition,20220504,22:00:00,0.444,0.026,16,0.407,0.021,8
Transition,20220504,23:00:00,0.444,0.026,16,0.407,0.021,8
Transition,20220505,00:00:00,0.445,0.026,16,0.407,0.021,8
Transition,20220505,01:00:00,0.445,0.027,16,0.407,0.021,8
Transition,20220505,02:00:00,0.445,0.026,16,0.407,0.021,8
Transition,20220505,03:00:00,0.445,0.026,16,0.407,0.021,8
Transition,20220505,04:00:00,0.445,0.026,16,0.407,0.021,8
Transition,20220505,05:00:00,0.445,0.027,16,0.408,0.021,8
Transition,20220505,06:00:00,0.445,0.027,16,0.408,0.021,8
Transition,20220505,07:00:00,0.446,0.027,16,0.408,0.021,8
Transition,20220505,08:00:00,0.445,0.027,16,0.407,0.021,8
Transition,20220505,09:00:00,0.445,0.027,16,0.407,0.021,8
Transition,20220505,10:00:00,0.445,0.027,16,0.407,0.021,8
Transition,20220505,11:00:00,0.445,0.027,16,0.408,0.021,8
Transition,20220505,12:00:00,0.445,0.027,16,0.407,0.021,8
Transition,20220505,13:00:00,0.445,0.027,16,0.407,0.021,8
Transition,20220505,14:00:00,0.444,0.028,16,0.407,0.021,8
Transition,20220505,15:00:00,0.444,0.029,16,0.407,0.021,8
Transition,20220505,16:00:00,0.444,0.029,16,0.407,0.021,8
Transition,20220505,17:00:00,0.443,0.029,16,0.407,0.021,8
Transition,20220505,18:00:00,0.444,0.029,16,0.407,0.021,8
Transition,20220505,19:00:00,0.443,0.029,16,0.407,0.021,8
Transition,20220505,20:00:00,0.443,0.029,16,0.407,0.021,8
Transition,20220505,21:00:00,0.443,0.029,16,0.407,0.021,8
Transition,20220505,22:00:00,0.443,0.028,16,0.407,0.021,8
Transition,20220505,23:00:00,0.443,0.028,16,0.407,0.021,8
Transition,20220506,00:00:00,0.443,0.028,16,0.407,0.021,8
Transition,20220506,01:00:00,0.443,0.029,16,0.407,0.021,8
Transition,20220506,02:00:00,0.443,0.029,16,0.407,0.021,8
Transition,20220506,03:00:00,0.443,0.028,16,0.407,0.021,8
Transition,20220506,04:00:00,0.443,0.028,16,0.407,0.021,8
Transition,20220506,05:00:00,0.443,0.028,16,0.407,0.021,8
Transition,20220506,06:00:00,0.443,0.028,16,0.407,0.021,8
Transition,20220506,07:00:00,0.443,0.028,16,0.407,0.021,8
Transition,20220506,08:00:00,0.443,0.028,16,0.407,0.021,8
Transition,20220506,09:00:00,0.443,0.029,16,0.407,0.021,8
Transition,20220506,10:00:00,0.442,0.029,16,0.407,0.021,8
Transition,20220506,11:00:00,0.442,0.029,16,0.406,0.021,8
Transition,20220506,12:00:00,0.443,0.029,16,0.407,0.02,8
Transition,20220506,13:00:00,0.443,0.029,16,0.407,0.021,8
Transition,20220506,14:00:00,0.442,0.029,16,0.406,0.02,8
Transition,20220506,15:00:00,0.442,0.029,16,0.407,0.021,8
Transition,20220506,16:00:00,0.442,0.029,16,0.406,0.021,8
Transition,20220506,17:00:00,0.442,0.029,16,0.406,0.021,8
Transition,20220506,18:00:00,0.443,0.028,16,0.407,0.02,8
Transition,20220506,19:00:00,0.444,0.028,16,0.407,0.02,8
Transition,20220506,20:00:00,0.445,0.028,16,0.407,0.02,8
Transition,20220506,21:00:00,0.449,0.03,16,0.407,0.02,8
Transition,20220506,22:00:00,0.453,0.035,16,0.407,0.02,8
Transition,20220506,23:00:00,0.455,0.038,16,0.407,0.02,8
Transition,20220507,00:00:00,0.455,0.038,16,0.407,0.02,8
Transition,20220507,01:00:00,0.456,0.039,16,0.407,0.02,8
Transition,20220507,02:00:00,0.456,0.04,16,0.407,0.021,8
Transition,20220507,03:00:00,0.456,0.04,16,0.407,0.02,8
Transition,20220507,04:00:00,0.456,0.041,16,0.407,0.021,8
Transition,20220507,05:00:00,0.456,0.041,16,0.407,0.02,8
Transition,20220507,06:00:00,0.456,0.041,16,0.406,0.02,8
Transition,20220507,07:00:00,0.456,0.041,16,0.406,0.02,8
Transition,20220507,08:00:00,0.456,0.041,16,0.407,0.02,8
Transition,20220507,09:00:00,0.457,0.041,16,0.407,0.021,8
Transition,20220507,10:00:00,0.457,0.041,16,0.406,0.021,8
Transition,20220507,11:00:00,0.458,0.041,16,0.406,0.02,8
Transition,20220507,12:00:00,0.458,0.041,16,0.406,0.02,8
Transition,20220507,13:00:00,0.458,0.041,16,0.406,0.02,8
Transition,20220507,14:00:00,0.458,0.041,16,0.406,0.02,8
Transition,20220507,15:00:00,0.458,0.042,16,0.406,0.02,8
Transition,20220507,16:00:00,0.458,0.041,16,0.406,0.02,8
Transition,20220507,17:00:00,0.458,0.042,16,0.406,0.02,8
Transition,20220507,18:00:00,0.458,0.042,16,0.406,0.02,8
Transition,20220507,19:00:00,0.459,0.042,16,0.406,0.02,8
Transition,20220507,20:00:00,0.459,0.042,16,0.407,0.021,8
Transition,20220507,21:00:00,0.459,0.042,16,0.406,0.021,8
Transition,20220507,22:00:00,0.459,0.042,16,0.406,0.02,8
Transition,20220507,23:00:00,0.459,0.042,16,0.406,0.021,8
Transition,20220508,00:00:00,0.459,0.042,16,0.406,0.021,8
Transition,20220508,01:00:00,0.459,0.042,16,0.406,0.02,8
Transition,20220508,02:00:00,0.46,0.042,16,0.407,0.021,8
Transition,20220508,03:00:00,0.46,0.043,16,0.407,0.021,8
Transition,20220508,04:00:00,0.46,0.042,16,0.406,0.021,8
Transition,20220508,05:00:00,0.46,0.043,16,0.406,0.021,8
Transition,20220508,06:00:00,0.46,0.043,16,0.406,0.021,8
Transition,20220508,07:00:00,0.46,0.043,16,0.407,0.021,8
Transition,20220508,08:00:00,0.46,0.043,16,0.406,0.021,8
Transition,20220508,09:00:00,0.46,0.044,16,0.406,0.02,8
Transition,20220508,10:00:00,0.46,0.044,16,0.406,0.021,8
Transition,20220508,11:00:00,0.46,0.044,16,0.406,0.021,8
Transition,20220508,12:00:00,0.46,0.045,16,0.406,0.021,8
Transition,20220508,13:00:00,0.46,0.045,16,0.406,0.021,8
Transition,20220508,14:00:00,0.46,0.045,16,0.406,0.02,8
Transition,20220508,15:00:00,0.46,0.045,16,0.406,0.021,8
Transition,20220508,16:00:00,0.46,0.045,16,0.406,0.021,8
Transition,20220508,17:00:00,0.46,0.045,16,0.406,0.02,8
Transition,20220508,18:00:00,0.46,0.046,16,0.406,0.021,8
Transition,20220508,19:00:00,0.46,0.046,16,0.406,0.021,8
Transition,20220508,20:00:00,0.46,0.046,16,0.406,0.021,8
Transition,20220508,21:00:00,0.46,0.046,16,0.406,0.021,8
Transition,20220508,22:00:00,0.46,0.046,16,0.406,0.021,8
Transition,20220508,23:00:00,0.46,0.046,16,0.406,0.021,8
Transition,20220509,00:00:00,0.46,0.046,16,0.406,0.021,8
Transition,20220509,01:00:00,0.46,0.046,16,0.406,0.02,8
Transition,20220509,02:00:00,0.461,0.046,16,0.406,0.02,8
Transition,20220509,03:00:00,0.461,0.046,16,0.406,0.02,8
Transition,20220509,04:00:00,0.461,0.046,16,0.406,0.021,8
Transition,20220509,05:00:00,0.46,0.046,16,0.406,0.021,8
Transition,20220509,06:00:00,0.461,0.046,16,0.406,0.021,8
Transition,20220509,07:00:00,0.46,0.047,16,0.406,0.021,8
Transition,20220509,08:00:00,0.462,0.044,16,0.406,0.021,8
Transition,20220509,09:00:00,0.468,0.046,16,0.406,0.021,8
Transition,20220509,10:00:00,0.47,0.047,16,0.406,0.021,8
Transition,20220509,11:00:00,0.471,0.048,16,0.406,0.021,8
Transition,20220509,12:00:00,0.473,0.049,16,0.406,0.02,8
Transition,20220509,13:00:00,0.474,0.05,16,0.406,0.02,8
Transition,20220509,14:00:00,0.475,0.05,16,0.406,0.021,8
Transition,20220509,15:00:00,0.476,0.05,16,0.405,0.021,8
Transition,20220509,16:00:00,0.477,0.05,16,0.405,0.021,8
Transition,20220509,17:00:00,0.477,0.05,16,0.405,0.02,8
Transition,20220509,18:00:00,0.477,0.051,16,0.405,0.02,8
Transition,20220509,19:00:00,0.478,0.052,16,0.405,0.02,8
Transition,20220509,20:00:00,0.478,0.052,16,0.405,0.02,8
Transition,20220509,21:00:00,0.479,0.051,16,0.406,0.021,8
Transition,20220509,22:00:00,0.481,0.052,16,0.406,0.021,8
Transition,20220509,23:00:00,0.482,0.052,16,0.406,0.021,8
Transition,20220510,00:00:00,0.482,0.052,16,0.406,0.021,8
Transition,20220510,01:00:00,0.483,0.052,16,0.406,0.021,8
Transition,20220510,02:00:00,0.484,0.053,16,0.406,0.021,8
Transition,20220510,03:00:00,0.484,0.052,16,0.406,0.021,8
Transition,20220510,04:00:00,0.484,0.051,16,0.406,0.021,8
Transition,20220510,05:00:00,0.483,0.05,16,0.406,0.021,8
Transition,20220510,06:00:00,0.482,0.05,16,0.406,0.021,8
Transition,20220510,07:00:00,0.483,0.05,16,0.406,0.021,8
Transition,20220510,08:00:00,0.484,0.05,16,0.406,0.021,8
Transition,20220510,09:00:00,0.485,0.051,16,0.406,0.02,8
Transition,20220510,10:00:00,0.486,0.052,16,0.407,0.021,8
Transition,20220510,11:00:00,0.486,0.052,16,0.406,0.02,8
Transition,20220510,12:00:00,0.487,0.053,16,0.407,0.02,8
Transition,20220510,13:00:00,0.488,0.052,16,0.407,0.02,8
Transition,20220510,14:00:00,0.488,0.053,16,0.406,0.02,8
Transition,20220510,15:00:00,0.489,0.053,16,0.406,0.021,8
Transition,20220510,16:00:00,0.49,0.052,16,0.406,0.021,8
Transition,20220510,17:00:00,0.49,0.052,16,0.406,0.02,8
Transition,20220510,18:00:00,0.49,0.051,16,0.406,0.02,8
Transition,20220510,19:00:00,0.489,0.051,16,0.406,0.021,8
Transition,20220510,20:00:00,0.49,0.052,16,0.406,0.021,8
Transition,20220510,21:00:00,0.49,0.051,16,0.406,0.021,8
Transition,20220510,22:00:00,0.492,0.052,16,0.407,0.021,8
Transition,20220510,23:00:00,0.492,0.052,16,0.407,0.021,8
Transition,20220511,00:00:00,0.493,0.053,16,0.407,0.021,8
Transition,20220511,01:00:00,0.493,0.052,16,0.407,0.021,8
Transition,20220511,02:00:00,0.493,0.052,16,0.407,0.02,8
Transition,20220511,03:00:00,0.493,0.051,16,0.407,0.021,8
Transition,20220511,04:00:00,0.492,0.05,16,0.407,0.021,8
Transition,20220511,05:00:00,0.491,0.049,16,0.407,0.021,8
Transition,20220511,06:00:00,0.49,0.049,16,0.407,0.021,8
Transition,20220511,07:00:00,0.489,0.049,16,0.407,0.02,8
Transition,20220511,08:00:00,0.489,0.05,16,0.406,0.02,8
Transition,20220511,09:00:00,0.488,0.05,16,0.406,0.021,8
Transition,20220511,10:00:00,0.49,0.049,16,0.406,0.021,8
Transition,20220511,11:00:00,0.493,0.051,16,0.407,0.02,8
Transition,20220511,12:00:00,0.494,0.051,16,0.407,0.02,8
Transition,20220511,13:00:00,0.495,0.051,16,0.407,0.02,8
Transition,20220511,14:00:00,0.495,0.051,16,0.407,0.021,8
Transition,20220511,15:00:00,0.495,0.051,16,0.407,0.021,8
Transition,20220511,16:00:00,0.496,0.05,16,0.407,0.021,8
Transition,20220511,17:00:00,0.495,0.049,16,0.407,0.021,8
Transition,20220511,18:00:00,0.494,0.049,16,0.406,0.021,8
Transition,20220511,19:00:00,0.494,0.049,16,0.407,0.021,8
Transition,20220511,20:00:00,0.493,0.05,16,0.407,0.021,8
Transition,20220511,21:00:00,0.493,0.05,16,0.407,0.021,8
Transition,20220511,22:00:00,0.492,0.049,16,0.407,0.021,8
Transition,20220511,23:00:00,0.492,0.049,16,0.407,0.02,8
Transition,20220512,00:00:00,0.494,0.048,16,0.407,0.021,8
Transition,20220512,01:00:00,0.497,0.05,16,0.407,0.021,8
Transition,20220512,02:00:00,0.497,0.05,16,0.407,0.021,8
Transition,20220512,03:00:00,0.497,0.049,16,0.407,0.021,8
Transition,20220512,04:00:00,0.497,0.048,16,0.407,0.021,8
Transition,20220512,05:00:00,0.495,0.048,16,0.407,0.021,8
Transition,20220512,06:00:00,0.494,0.048,16,0.407,0.021,8
Transition,20220512,07:00:00,0.494,0.048,16,0.407,0.021,8
Transition,20220512,08:00:00,0.493,0.048,16,0.407,0.021,8
Transition,20220512,09:00:00,0.493,0.048,16,0.407,0.021,8
Transition,20220512,10:00:00,0.493,0.048,16,0.407,0.021,8
Transition,20220512,11:00:00,0.493,0.048,16,0.407,0.021,8
Transition,20220512,12:00:00,0.493,0.048,16,0.407,0.021,8
Transition,20220512,13:00:00,0.496,0.047,16,0.407,0.021,8
Transition,20220512,14:00:00,0.498,0.048,16,0.407,0.021,8
Transition,20220512,15:00:00,0.498,0.047,16,0.407,0.021,8
Transition,20220512,16:00:00,0.497,0.047,16,0.407,0.021,8
Transition,20220512,17:00:00,0.497,0.047,16,0.407,0.021,8
Transition,20220512,18:00:00,0.497,0.047,16,0.407,0.021,8
Transition,20220512,19:00:00,0.496,0.047,16,0.407,0.021,8
Transition,20220512,20:00:00,0.496,0.047,16,0.407,0.021,8
Transition,20220512,21:00:00,0.495,0.047,16,0.407,0.021,8
Transition,20220512,22:00:00,0.495,0.047,16,0.407,0.02,8
Transition,20220512,23:00:00,0.495,0.047,16,0.407,0.021,8
Transition,20220513,00:00:00,0.495,0.047,16,0.407,0.021,8
Transition,20220513,01:00:00,0.495,0.047,16,0.407,0.02,8
Transition,20220513,02:00:00,0.496,0.046,16,0.407,0.02,8
Transition,20220513,03:00:00,0.498,0.044,16,0.408,0.021,8
Transition,20220513,04:00:00,0.498,0.045,16,0.408,0.021,8
Transition,20220513,05:00:00,0.497,0.045,16,0.408,0.021,8
Transition,20220513,06:00:00,0.496,0.045,16,0.408,0.021,8
Transition,20220513,07:00:00,0.496,0.044,16,0.408,0.021,8
Transition,20220513,08:00:00,0.495,0.043,16,0.407,0.021,8
Transition,20220513,09:00:00,0.494,0.042,16,0.407,0.021,8
Transition,20220513,10:00:00,0.493,0.042,16,0.407,0.02,8
Transition,20220513,11:00:00,0.493,0.042,16,0.407,0.021,8
Transition,20220513,12:00:00,0.493,0.042,16,0.407,0.021,8
Transition,20220513,13:00:00,0.493,0.042,16,0.408,0.021,8
Transition,20220513,14:00:00,0.493,0.042,16,0.408,0.021,8
Transition,20220513,15:00:00,0.494,0.043,16,0.408,0.021,8
Transition,20220513,16:00:00,0.494,0.043,16,0.407,0.021,8
Transition,20220513,17:00:00,0.493,0.043,16,0.407,0.021,8
Transition,20220513,18:00:00,0.494,0.043,16,0.407,0.02,8
Transition,20220513,19:00:00,0.494,0.043,16,0.408,0.021,8
Transition,20220513,20:00:00,0.494,0.043,16,0.408,0.021,8
Transition,20220513,21:00:00,0.494,0.043,16,0.408,0.021,8
Transition,20220513,22:00:00,0.494,0.042,16,0.408,0.021,8
Transition,20220513,23:00:00,0.494,0.042,16,0.408,0.021,8
Transition,20220514,00:00:00,0.493,0.042,16,0.408,0.021,8
Transition,20220514,01:00:00,0.494,0.042,16,0.408,0.021,8
Transition,20220514,02:00:00,0.493,0.042,16,0.408,0.021,8
Transition,20220514,03:00:00,0.493,0.042,16,0.408,0.021,8
Transition,20220514,04:00:00,0.493,0.041,16,0.408,0.021,8
Transition,20220514,05:00:00,0.493,0.042,16,0.408,0.021,8
Transition,20220514,06:00:00,0.493,0.041,16,0.408,0.021,8
Transition,20220514,07:00:00,0.493,0.041,16,0.408,0.021,8
Transition,20220514,08:00:00,0.493,0.041,16,0.408,0.021,8
Transition,20220514,09:00:00,0.493,0.041,16,0.408,0.021,8
Transition,20220514,10:00:00,0.492,0.041,16,0.408,0.021,8
Transition,20220514,11:00:00,0.492,0.041,16,0.408,0.021,8
Transition,20220514,12:00:00,0.492,0.039,16,0.408,0.021,8
Transition,20220514,13:00:00,0.492,0.039,16,0.408,0.021,8
Transition,20220514,14:00:00,0.492,0.039,16,0.408,0.021,8
Transition,20220514,15:00:00,0.492,0.038,16,0.408,0.021,8
Transition,20220514,16:00:00,0.493,0.038,16,0.408,0.021,8
Transition,20220514,17:00:00,0.492,0.038,16,0.408,0.021,8
Transition,20220514,18:00:00,0.492,0.038,16,0.408,0.021,8
Transition,20220514,19:00:00,0.492,0.038,16,0.408,0.021,8
Transition,20220514,20:00:00,0.492,0.038,16,0.408,0.021,8
Transition,20220514,21:00:00,0.492,0.038,16,0.408,0.021,8
Transition,20220514,22:00:00,0.491,0.038,16,0.408,0.021,8
Transition,20220514,23:00:00,0.491,0.038,16,0.408,0.021,8
Transition,20220515,00:00:00,0.491,0.039,16,0.408,0.021,8
Transition,20220515,01:00:00,0.491,0.039,16,0.408,0.021,8
Transition,20220515,02:00:00,0.491,0.039,16,0.408,0.021,8
Transition,20220515,03:00:00,0.491,0.039,16,0.408,0.021,8
Transition,20220515,04:00:00,0.491,0.039,16,0.409,0.021,8
Transition,20220515,05:00:00,0.491,0.039,16,0.409,0.021,8
Transition,20220515,06:00:00,0.49,0.039,16,0.409,0.021,8
Transition,20220515,07:00:00,0.49,0.039,16,0.408,0.021,8
Transition,20220515,08:00:00,0.49,0.039,16,0.408,0.021,8
Transition,20220515,09:00:00,0.49,0.039,16,0.408,0.021,8
Transition,20220515,10:00:00,0.49,0.039,16,0.409,0.021,8
Transition,20220515,11:00:00,0.49,0.039,16,0.408,0.021,8
Transition,20220515,12:00:00,0.49,0.04,16,0.408,0.021,8
Transition,20220515,13:00:00,0.49,0.039,16,0.408,0.021,8
Transition,20220515,14:00:00,0.491,0.04,16,0.408,0.021,8
Transition,20220515,15:00:00,0.491,0.04,16,0.408,0.021,8
Transition,20220515,16:00:00,0.491,0.04,16,0.408,0.021,8
Transition,20220515,17:00:00,0.491,0.04,16,0.408,0.021,8
Transition,20220515,18:00:00,0.492,0.04,16,0.408,0.021,8
Transition,20220515,19:00:00,0.492,0.04,16,0.408,0.021,8
Transition,20220515,20:00:00,0.492,0.04,16,0.409,0.021,8
Transition,20220515,21:00:00,0.492,0.04,16,0.409,0.021,8
Transition,20220515,22:00:00,0.492,0.039,16,0.409,0.021,8
Transition,20220515,23:00:00,0.492,0.037,16,0.409,0.021,8
Transition,20220516,00:00:00,0.491,0.037,16,0.409,0.021,8
Transition,20220516,01:00:00,0.491,0.038,16,0.409,0.021,8
Transition,20220516,02:00:00,0.491,0.038,16,0.409,0.021,8
Transition,20220516,03:00:00,0.491,0.038,16,0.409,0.021,8
Transition,20220516,04:00:00,0.491,0.038,16,0.409,0.021,8
Transition,20220516,05:00:00,0.491,0.039,16,0.409,0.021,8
Transition,20220516,06:00:00,0.491,0.039,16,0.409,0.021,8
Transition,20220516,07:00:00,0.491,0.039,16,0.409,0.021,8
Transition,20220516,08:00:00,0.491,0.039,16,0.409,0.021,8
Transition,20220516,09:00:00,0.491,0.039,16,0.409,0.021,8
Transition,20220516,10:00:00,0.491,0.039,16,0.409,0.021,8
Transition,20220516,11:00:00,0.491,0.04,16,0.409,0.021,8
Transition,20220516,12:00:00,0.491,0.04,16,0.409,0.021,8
Transition,20220516,13:00:00,0.491,0.04,16,0.409,0.021,8
Transition,20220516,14:00:00,0.491,0.04,16,0.409,0.021,8
Transition,20220516,15:00:00,0.491,0.041,16,0.409,0.021,8
Transition,20220516,16:00:00,0.491,0.04,16,0.409,0.021,8
Transition,20220516,17:00:00,0.492,0.04,16,0.409,0.021,8
Transition,20220516,18:00:00,0.492,0.04,16,0.409,0.021,8
Transition,20220516,19:00:00,0.492,0.04,16,0.409,0.021,8
Transition,20220516,20:00:00,0.492,0.04,16,0.409,0.021,8
Transition,20220516,21:00:00,0.492,0.041,16,0.409,0.021,8
Transition,20220516,22:00:00,0.492,0.041,16,0.41,0.021,8
Transition,20220516,23:00:00,0.492,0.041,16,0.41,0.021,8
Transition,20220517,00:00:00,0.491,0.041,16,0.41,0.021,8
Transition,20220517,01:00:00,0.491,0.041,16,0.41,0.021,8
Transition,20220517,02:00:00,0.491,0.041,16,0.41,0.021,8
Transition,20220517,03:00:00,0.491,0.041,16,0.41,0.022,8
Transition,20220517,04:00:00,0.491,0.041,16,0.41,0.021,8
Transition,20220517,05:00:00,0.491,0.041,16,0.41,0.021,8
Transition,20220517,06:00:00,0.49,0.042,16,0.41,0.021,8
Transition,20220517,07:00:00,0.491,0.041,16,0.41,0.021,8
Transition,20220517,08:00:00,0.491,0.041,16,0.41,0.021,8
Transition,20220517,09:00:00,0.49,0.041,16,0.41,0.021,8
Transition,20220517,10:00:00,0.49,0.041,16,0.41,0.021,8
Transition,20220517,11:00:00,0.49,0.042,16,0.409,0.021,8
Transition,20220517,12:00:00,0.49,0.042,16,0.409,0.022,8
Transition,20220517,13:00:00,0.49,0.042,16,0.409,0.021,8
Transition,20220517,14:00:00,0.49,0.043,16,0.409,0.022,8
Transition,20220517,15:00:00,0.49,0.042,16,0.409,0.022,8
Transition,20220517,16:00:00,0.49,0.043,16,0.409,0.021,8
Transition,20220517,17:00:00,0.491,0.043,16,0.409,0.021,8
Transition,20220517,18:00:00,0.491,0.042,16,0.409,0.021,8
Transition,20220517,19:00:00,0.491,0.042,16,0.409,0.021,8
Transition,20220517,20:00:00,0.491,0.042,16,0.41,0.021,8
Transition,20220517,21:00:00,0.491,0.042,16,0.41,0.022,8
Transition,20220517,22:00:00,0.491,0.042,16,0.41,0.021,8
Transition,20220517,23:00:00,0.491,0.042,16,0.41,0.021,8
Transition,20220518,00:00:00,0.491,0.042,16,0.41,0.022,8
Transition,20220518,01:00:00,0.491,0.042,16,0.41,0.021,8
